id,name,score1,score2
5164,Student_5164,71,56
5165,Student_5165,56,66
5166,Student_5166,76,88
5167,Student_5167,63,86
5168,Student_5168,82,79
5169,Student_5169,88,70
5170,Student_5170,54,95
5171,Student_5171,97,61
5172,Student_5172,96,52
5173,Student_5173,92,94
5174,Student_5174,72,97
5175,Student_5175,91,54
5176,Student_5176,65,99
5177,Student_5177,95,98
5178,Student_5178,67,63
5179,Student_5179,89,100
5180,Student_5180,50,91
5181,Student_5181,55,86
5182,Student_5182,59,85
5183,Student_5183,68,96
5184,Student_5184,90,78
5185,Student_5185,59,77
5186,Student_5186,60,90
5187,Student_5187,68,74
5188,Student_5188,79,71
5189,Student_5189,73,77
5190,Student_5190,71,88
5191,Student_5191,52,84
5192,Student_5192,97,53
5193,Student_5193,99,53
5194,Student_5194,87,85
5195,Student_5195,93,61
5196,Student_5196,66,97
5197,Student_5197,79,66
5198,Student_5198,83,69
5199,Student_5199,66,65
5200,Student_5200,80,66
5201,Student_5201,100,79
5202,Student_5202,61,61
5203,Student_5203,78,62
5204,Student_5204,59,77
5205,Student_5205,71,53
5206,Student_5206,61,65
5207,Student_5207,87,57
5208,Student_5208,59,81
5209,Student_5209,53,70
5210,Student_5210,97,51
5211,Student_5211,66,52
5212,Student_5212,69,57
5213,Student_5213,54,51
5214,Student_5214,85,85
5215,Student_5215,77,92
5216,Student_5216,96,95
5217,Student_5217,68,50
5218,Student_5218,63,97
5219,Student_5219,69,74
5220,Student_5220,97,50
5221,Student_5221,81,70
5222,Student_5222,59,67
5223,Student_5223,76,70
5224,Student_5224,73,82
5225,Student_5225,98,54
5226,Student_5226,70,53
5227,Student_5227,68,54
5228,Student_5228,76,57
5229,Student_5229,90,78
5230,Student_5230,95,85
5231,Student_5231,57,63
5232,Student_5232,92,52
5233,Student_5233,94,58
5234,Student_5234,74,90
5235,Student_5235,55,82
5236,Student_5236,99,56
5237,Student_5237,81,60
5238,Student_5238,55,89
5239,Student_5239,81,82
5240,Student_5240,66,93
5241,Student_5241,80,97
5242,Student_5242,97,95
5243,Student_5243,99,56
5244,Student_5244,93,91
5245,Student_5245,83,63
5246,Student_5246,88,88
5247,Student_5247,58,54
5248,Student_5248,70,58
5249,Student_5249,93,87
5250,Student_5250,93,58
5251,Student_5251,94,91
5252,Student_5252,60,64
5253,Student_5253,81,99
5254,Student_5254,96,69
5255,Student_5255,53,68
5256,Student_5256,95,97
5257,Student_5257,84,99
5258,Student_5258,65,91
5259,Student_5259,77,96
5260,Student_5260,100,60
5261,Student_5261,71,62
5262,Student_5262,92,55
5263,Student_5263,61,54
5264,Student_5264,79,61
5265,Student_5265,84,75
5266,Student_5266,87,81
5267,Student_5267,72,50
5268,Student_5268,63,91
5269,Student_5269,56,66
5270,Student_5270,60,68
5271,Student_5271,53,52
5272,Student_5272,91,97
5273,Student_5273,73,62
5274,Student_5274,66,61
5275,Student_5275,75,57
5276,Student_5276,67,99
5277,Student_5277,55,82
5278,Student_5278,98,74
5279,Student_5279,99,77
5280,Student_5280,61,73
5281,Student_5281,74,50
5282,Student_5282,61,97
5283,Student_5283,98,61
5284,Student_5284,76,75
5285,Student_5285,99,60
5286,Student_5286,50,95
5287,Student_5287,53,64
5288,Student_5288,85,77
5289,Student_5289,79,56
5290,Student_5290,68,50
5291,Student_5291,75,71
5292,Student_5292,89,74
5293,Student_5293,78,72
5294,Student_5294,72,61
5295,Student_5295,71,82
5296,Student_5296,51,50
5297,Student_5297,98,98
5298,Student_5298,75,92
5299,Student_5299,97,56
5300,Student_5300,92,74
5301,Student_5301,70,96
5302,Student_5302,79,52
5303,Student_5303,94,98
5304,Student_5304,89,56
5305,Student_5305,74,95
5306,Student_5306,95,59
5307,Student_5307,88,97
5308,Student_5308,86,68
5309,Student_5309,50,80
5310,Student_5310,52,80
5311,Student_5311,50,83
5312,Student_5312,64,82
5313,Student_5313,53,86
5314,Student_5314,93,59
5315,Student_5315,90,69
5316,Student_5316,84,62
5317,Student_5317,72,98
5318,Student_5318,78,67
5319,Student_5319,53,78
5320,Student_5320,75,72
5321,Student_5321,69,70
5322,Student_5322,54,87
5323,Student_5323,86,58
5324,Student_5324,77,67
5325,Student_5325,87,83
5326,Student_5326,63,100
5327,Student_5327,85,99
5328,Student_5328,98,76
5329,Student_5329,81,58
5330,Student_5330,70,73
5331,Student_5331,78,93
5332,Student_5332,53,69
5333,Student_5333,91,80
5334,Student_5334,97,55
5335,Student_5335,96,50
5336,Student_5336,72,91
5337,Student_5337,93,64
5338,Student_5338,60,79
5339,Student_5339,97,97
5340,Student_5340,67,50
5341,Student_5341,92,51
5342,Student_5342,88,55
5343,Student_5343,56,62
5344,Student_5344,80,75
5345,Student_5345,81,74
5346,Student_5346,55,94
5347,Student_5347,81,97
5348,Student_5348,62,66
5349,Student_5349,90,98
5350,Student_5350,68,71
5351,Student_5351,69,69
5352,Student_5352,59,84
5353,Student_5353,52,75
5354,Student_5354,59,62
5355,Student_5355,70,62
5356,Student_5356,62,58
5357,Student_5357,79,86
5358,Student_5358,52,91
5359,Student_5359,67,71
5360,Student_5360,68,96
5361,Student_5361,52,60
5362,Student_5362,51,92
5363,Student_5363,51,86
5364,Student_5364,86,56
5365,Student_5365,83,73
5366,Student_5366,50,95
5367,Student_5367,62,58
5368,Student_5368,78,58
5369,Student_5369,77,95
5370,Student_5370,52,64
5371,Student_5371,72,59
5372,Student_5372,88,63
5373,Student_5373,98,63
5374,Student_5374,80,82
5375,Student_5375,71,85
5376,Student_5376,63,85
5377,Student_5377,88,85
5378,Student_5378,74,55
5379,Student_5379,52,93
5380,Student_5380,70,90
5381,Student_5381,82,69
5382,Student_5382,74,74
5383,Student_5383,75,50
5384,Student_5384,75,67
5385,Student_5385,95,85
5386,Student_5386,56,58
5387,Student_5387,72,85
5388,Student_5388,82,65
5389,Student_5389,92,80
5390,Student_5390,78,82
5391,Student_5391,62,88
5392,Student_5392,98,98
5393,Student_5393,65,94
5394,Student_5394,80,62
5395,Student_5395,57,58
5396,Student_5396,100,68
5397,Student_5397,88,56
5398,Student_5398,50,58
5399,Student_5399,66,100
5400,Student_5400,90,77
5401,Student_5401,60,80
5402,Student_5402,71,60
5403,Student_5403,91,94
5404,Student_5404,92,86
5405,Student_5405,93,86
5406,Student_5406,50,63
5407,Student_5407,95,53
5408,Student_5408,57,71
5409,Student_5409,58,84
5410,Student_5410,84,63
5411,Student_5411,51,54
5412,Student_5412,92,51
5413,Student_5413,86,87
5414,Student_5414,92,99
5415,Student_5415,64,80
5416,Student_5416,94,77
5417,Student_5417,77,77
5418,Student_5418,83,77
5419,Student_5419,75,68
5420,Student_5420,52,72
5421,Student_5421,87,100
5422,Student_5422,62,86
5423,Student_5423,99,92
5424,Student_5424,75,88
5425,Student_5425,62,84
5426,Student_5426,77,66
5427,Student_5427,55,81
5428,Student_5428,86,93
5429,Student_5429,79,67
5430,Student_5430,95,95
5431,Student_5431,64,98
5432,Student_5432,78,79
5433,Student_5433,72,99
5434,Student_5434,68,87
5435,Student_5435,79,64
5436,Student_5436,82,70
5437,Student_5437,78,78
5438,Student_5438,63,97
5439,Student_5439,53,61
5440,Student_5440,98,79
5441,Student_5441,73,76
5442,Student_5442,98,94
5443,Student_5443,69,80
5444,Student_5444,60,85
5445,Student_5445,72,61
5446,Student_5446,89,99
5447,Student_5447,88,77
5448,Student_5448,94,68
5449,Student_5449,81,80
5450,Student_5450,65,61
5451,Student_5451,98,84
5452,Student_5452,64,96
5453,Student_5453,71,64
5454,Student_5454,72,70
5455,Student_5455,98,93
5456,Student_5456,84,97
5457,Student_5457,76,93
5458,Student_5458,71,60
5459,Student_5459,75,100
5460,Student_5460,50,96
5461,Student_5461,57,66
5462,Student_5462,59,88
5463,Student_5463,62,83
5464,Student_5464,89,86
5465,Student_5465,55,61
5466,Student_5466,78,72
5467,Student_5467,80,68
5468,Student_5468,94,63
5469,Student_5469,63,60
5470,Student_5470,66,100
5471,Student_5471,87,85
5472,Student_5472,60,80
5473,Student_5473,68,60
5474,Student_5474,73,61
5475,Student_5475,59,70
5476,Student_5476,53,59
5477,Student_5477,93,56
5478,Student_5478,99,53
5479,Student_5479,56,81
5480,Student_5480,68,85
5481,Student_5481,53,88
5482,Student_5482,67,62
5483,Student_5483,71,80
5484,Student_5484,51,83
5485,Student_5485,60,67
5486,Student_5486,100,78
5487,Student_5487,52,67
5488,Student_5488,51,77
5489,Student_5489,79,57
5490,Student_5490,56,65
5491,Student_5491,73,50
5492,Student_5492,83,54
5493,Student_5493,67,70
5494,Student_5494,57,59
5495,Student_5495,75,58
5496,Student_5496,65,93
5497,Student_5497,92,52
5498,Student_5498,66,88
5499,Student_5499,80,90
5500,Student_5500,59,86
5501,Student_5501,86,98
5502,Student_5502,72,78
5503,Student_5503,61,73
5504,Student_5504,66,54
5505,Student_5505,88,81
5506,Student_5506,78,76
5507,Student_5507,66,65
5508,Student_5508,50,90
5509,Student_5509,59,77
5510,Student_5510,94,90
5511,Student_5511,97,74
5512,Student_5512,57,73
5513,Student_5513,91,70
5514,Student_5514,69,60
5515,Student_5515,73,54
5516,Student_5516,55,50
5517,Student_5517,79,66
5518,Student_5518,94,100
5519,Student_5519,78,96
5520,Student_5520,78,74
5521,Student_5521,73,100
5522,Student_5522,82,97
5523,Student_5523,100,50
5524,Student_5524,94,96
5525,Student_5525,60,57
5526,Student_5526,73,68
5527,Student_5527,56,53
5528,Student_5528,62,57
5529,Student_5529,70,72
5530,Student_5530,91,74
5531,Student_5531,77,92
5532,Student_5532,61,61
5533,Student_5533,73,80
5534,Student_5534,72,66
5535,Student_5535,79,70
5536,Student_5536,69,55
5537,Student_5537,96,85
5538,Student_5538,52,67
5539,Student_5539,80,97
5540,Student_5540,55,91
5541,Student_5541,99,60
5542,Student_5542,94,50
5543,Student_5543,78,84
5544,Student_5544,72,84
5545,Student_5545,56,92
5546,Student_5546,94,70
5547,Student_5547,84,50
5548,Student_5548,92,69
5549,Student_5549,54,88
5550,Student_5550,54,90
5551,Student_5551,60,76
5552,Student_5552,92,80
5553,Student_5553,91,73
5554,Student_5554,87,66
5555,Student_5555,99,65
5556,Student_5556,65,81
5557,Student_5557,53,64
5558,Student_5558,75,91
5559,Student_5559,50,55
5560,Student_5560,97,66
5561,Student_5561,95,79
5562,Student_5562,91,85
5563,Student_5563,74,91
5564,Student_5564,84,67
5565,Student_5565,62,89
5566,Student_5566,99,100
5567,Student_5567,62,67
5568,Student_5568,59,51
5569,Student_5569,77,55
5570,Student_5570,50,61
5571,Student_5571,82,54
5572,Student_5572,53,93
5573,Student_5573,96,63
5574,Student_5574,98,54
5575,Student_5575,96,92
5576,Student_5576,92,92
5577,Student_5577,93,91
5578,Student_5578,61,85
5579,Student_5579,92,71
5580,Student_5580,64,60
5581,Student_5581,83,91
5582,Student_5582,68,87
5583,Student_5583,100,79
5584,Student_5584,92,59
5585,Student_5585,87,96
5586,Student_5586,99,95
5587,Student_5587,89,80
5588,Student_5588,65,65
5589,Student_5589,99,88
5590,Student_5590,52,81
5591,Student_5591,79,75
5592,Student_5592,88,80
5593,Student_5593,88,70
5594,Student_5594,93,95
5595,Student_5595,60,89
5596,Student_5596,65,54
5597,Student_5597,52,98
5598,Student_5598,94,97
5599,Student_5599,81,64
5600,Student_5600,93,85
5601,Student_5601,80,64
5602,Student_5602,59,69
5603,Student_5603,81,66
5604,Student_5604,76,89
5605,Student_5605,71,80
5606,Student_5606,74,74
5607,Student_5607,92,93
5608,Student_5608,100,56
5609,Student_5609,73,69
5610,Student_5610,57,53
5611,Student_5611,50,74
5612,Student_5612,74,99
5613,Student_5613,88,72
5614,Student_5614,72,67
5615,Student_5615,85,84
5616,Student_5616,75,91
5617,Student_5617,50,91
5618,Student_5618,63,57
5619,Student_5619,84,98
5620,Student_5620,91,98
5621,Student_5621,79,78
5622,Student_5622,50,96
5623,Student_5623,54,82
5624,Student_5624,70,95
5625,Student_5625,89,75
5626,Student_5626,81,85
5627,Student_5627,59,56
5628,Student_5628,63,61
5629,Student_5629,58,67
5630,Student_5630,51,100
5631,Student_5631,82,68
5632,Student_5632,95,58
5633,Student_5633,66,84
5634,Student_5634,72,56
5635,Student_5635,67,82
5636,Student_5636,70,56
5637,Student_5637,88,75
5638,Student_5638,56,71
5639,Student_5639,64,71
5640,Student_5640,85,86
5641,Student_5641,78,92
5642,Student_5642,78,64
5643,Student_5643,58,57
5644,Student_5644,93,81
5645,Student_5645,82,82
5646,Student_5646,100,55
5647,Student_5647,94,57
5648,Student_5648,66,91
5649,Student_5649,76,80
5650,Student_5650,65,93
5651,Student_5651,83,97
5652,Student_5652,98,70
5653,Student_5653,72,60
5654,Student_5654,59,67
5655,Student_5655,55,52
5656,Student_5656,55,65
5657,Student_5657,80,100
5658,Student_5658,98,52
5659,Student_5659,88,89
5660,Student_5660,77,86
5661,Student_5661,70,71
5662,Student_5662,53,54
5663,Student_5663,51,97
5664,Student_5664,99,60
5665,Student_5665,56,78
5666,Student_5666,71,97
5667,Student_5667,92,57
5668,Student_5668,93,89
5669,Student_5669,58,62
5670,Student_5670,98,89
5671,Student_5671,69,77
5672,Student_5672,71,96
5673,Student_5673,57,68
5674,Student_5674,57,66
5675,Student_5675,56,99
5676,Student_5676,58,90
5677,Student_5677,83,61
5678,Student_5678,80,92
5679,Student_5679,77,74
5680,Student_5680,97,95
5681,Student_5681,81,54
5682,Student_5682,90,98
5683,Student_5683,60,70
5684,Student_5684,86,96
5685,Student_5685,71,70
5686,Student_5686,51,63
5687,Student_5687,59,69
5688,Student_5688,70,85
5689,Student_5689,70,86
5690,Student_5690,84,74
5691,Student_5691,64,96
5692,Student_5692,85,77
5693,Student_5693,95,63
5694,Student_5694,80,76
5695,Student_5695,59,89
5696,Student_5696,97,73
5697,Student_5697,84,69
5698,Student_5698,57,80
5699,Student_5699,84,59
5700,Student_5700,99,86
5701,Student_5701,59,85
5702,Student_5702,54,85
5703,Student_5703,65,68
5704,Student_5704,61,81
5705,Student_5705,90,52
5706,Student_5706,100,73
5707,Student_5707,71,100
5708,Student_5708,69,84
5709,Student_5709,90,81
5710,Student_5710,64,94
5711,Student_5711,85,53
5712,Student_5712,50,51
5713,Student_5713,56,53
5714,Student_5714,86,81
5715,Student_5715,81,79
5716,Student_5716,79,62
5717,Student_5717,90,82
5718,Student_5718,89,81
5719,Student_5719,67,89
5720,Student_5720,78,94
5721,Student_5721,75,86
5722,Student_5722,72,82
5723,Student_5723,82,73
5724,Student_5724,74,67
5725,Student_5725,85,69
5726,Student_5726,90,83
5727,Student_5727,79,98
5728,Student_5728,98,75
5729,Student_5729,58,94
5730,Student_5730,98,52
5731,Student_5731,56,73
5732,Student_5732,99,58
5733,Student_5733,100,91
5734,Student_5734,89,100
5735,Student_5735,60,79
5736,Student_5736,60,83
5737,Student_5737,93,91
5738,Student_5738,90,85
5739,Student_5739,60,58
5740,Student_5740,55,53
5741,Student_5741,88,95
5742,Student_5742,63,75
5743,Student_5743,60,74
5744,Student_5744,68,94
5745,Student_5745,57,66
5746,Student_5746,77,73
5747,Student_5747,94,61
5748,Student_5748,86,86
5749,Student_5749,59,84
5750,Student_5750,84,51
5751,Student_5751,91,58
5752,Student_5752,50,72
5753,Student_5753,99,78
5754,Student_5754,92,60
5755,Student_5755,67,55
5756,Student_5756,58,85
5757,Student_5757,50,67
5758,Student_5758,79,97
5759,Student_5759,89,98
5760,Student_5760,76,79
5761,Student_5761,86,64
5762,Student_5762,71,96
5763,Student_5763,83,89
5764,Student_5764,93,81
5765,Student_5765,54,97
5766,Student_5766,94,58
5767,Student_5767,86,88
5768,Student_5768,60,100
5769,Student_5769,58,66
5770,Student_5770,93,90
5771,Student_5771,97,63
5772,Student_5772,77,73
5773,Student_5773,62,51
5774,Student_5774,71,65
5775,Student_5775,56,85
5776,Student_5776,52,93
5777,Student_5777,56,77
5778,Student_5778,77,89
5779,Student_5779,88,51
5780,Student_5780,71,77
5781,Student_5781,63,97
5782,Student_5782,63,74
5783,Student_5783,64,64
5784,Student_5784,96,65
5785,Student_5785,95,62
5786,Student_5786,60,70
5787,Student_5787,80,88
5788,Student_5788,70,77
5789,Student_5789,89,72
5790,Student_5790,81,54
5791,Student_5791,100,87
5792,Student_5792,94,65
5793,Student_5793,91,56
5794,Student_5794,62,72
5795,Student_5795,88,50
5796,Student_5796,73,71
5797,Student_5797,72,76
5798,Student_5798,85,50
5799,Student_5799,74,78
5800,Student_5800,60,89
5801,Student_5801,54,97
5802,Student_5802,73,100
5803,Student_5803,77,77
5804,Student_5804,70,68
5805,Student_5805,83,93
5806,Student_5806,65,98
5807,Student_5807,50,70
5808,Student_5808,84,86
5809,Student_5809,95,51
5810,Student_5810,82,100
5811,Student_5811,70,58
5812,Student_5812,58,61
5813,Student_5813,72,72
5814,Student_5814,74,83
5815,Student_5815,80,92
5816,Student_5816,61,68
5817,Student_5817,97,60
5818,Student_5818,77,50
5819,Student_5819,78,50
5820,Student_5820,62,69
5821,Student_5821,70,53
5822,Student_5822,84,54
5823,Student_5823,98,57
5824,Student_5824,55,98
5825,Student_5825,82,59
5826,Student_5826,59,79
5827,Student_5827,83,89
5828,Student_5828,64,57
5829,Student_5829,53,97
5830,Student_5830,95,55
5831,Student_5831,78,53
5832,Student_5832,82,79
5833,Student_5833,87,86
5834,Student_5834,85,62
5835,Student_5835,99,65
5836,Student_5836,52,63
5837,Student_5837,91,69
5838,Student_5838,57,70
5839,Student_5839,81,58
5840,Student_5840,85,87
5841,Student_5841,62,59
5842,Student_5842,53,68
5843,Student_5843,79,99
5844,Student_5844,80,76
5845,Student_5845,53,66
5846,Student_5846,56,100
5847,Student_5847,68,85
5848,Student_5848,59,69
5849,Student_5849,50,88
5850,Student_5850,90,95
5851,Student_5851,64,89
5852,Student_5852,90,54
5853,Student_5853,83,60
5854,Student_5854,78,83
5855,Student_5855,90,92
5856,Student_5856,53,79
5857,Student_5857,63,94
5858,Student_5858,67,51
5859,Student_5859,50,89
5860,Student_5860,67,90
5861,Student_5861,66,83
5862,Student_5862,64,69
5863,Student_5863,77,63
5864,Student_5864,100,62
5865,Student_5865,96,87
5866,Student_5866,57,55
5867,Student_5867,88,77
5868,Student_5868,80,90
5869,Student_5869,67,84
5870,Student_5870,68,65
5871,Student_5871,59,57
5872,Student_5872,95,94
5873,Student_5873,71,60
5874,Student_5874,79,57
5875,Student_5875,71,72
5876,Student_5876,99,72
5877,Student_5877,84,97
5878,Student_5878,76,97
5879,Student_5879,84,80
5880,Student_5880,62,78
5881,Student_5881,54,72
5882,Student_5882,96,71
5883,Student_5883,77,73
5884,Student_5884,84,82
5885,Student_5885,91,94
5886,Student_5886,85,74
5887,Student_5887,57,82
5888,Student_5888,90,60
5889,Student_5889,54,70
5890,Student_5890,54,51
5891,Student_5891,64,68
5892,Student_5892,89,70
5893,Student_5893,97,50
5894,Student_5894,93,99
5895,Student_5895,77,50
5896,Student_5896,64,86
5897,Student_5897,65,72
5898,Student_5898,64,58
5899,Student_5899,52,54
5900,Student_5900,100,100
5901,Student_5901,76,57
5902,Student_5902,53,70
5903,Student_5903,94,88
5904,Student_5904,89,81
5905,Student_5905,58,73
5906,Student_5906,80,57
5907,Student_5907,84,66
5908,Student_5908,51,58
5909,Student_5909,91,76
5910,Student_5910,89,60
5911,Student_5911,77,99
5912,Student_5912,88,84
5913,Student_5913,67,89
5914,Student_5914,60,73
5915,Student_5915,57,97
5916,Student_5916,66,62
5917,Student_5917,74,66
5918,Student_5918,61,73
5919,Student_5919,97,87
5920,Student_5920,95,89
5921,Student_5921,63,88
5922,Student_5922,74,92
5923,Student_5923,57,85
5924,Student_5924,61,95
5925,Student_5925,72,74
5926,Student_5926,55,55
5927,Student_5927,86,89
5928,Student_5928,74,64
5929,Student_5929,55,84
5930,Student_5930,95,83
5931,Student_5931,84,85
5932,Student_5932,86,99
5933,Student_5933,75,89
5934,Student_5934,90,72
5935,Student_5935,58,62
5936,Student_5936,56,87
5937,Student_5937,66,92
5938,Student_5938,88,75
5939,Student_5939,56,78
5940,Student_5940,91,70
5941,Student_5941,70,96
5942,Student_5942,71,59
5943,Student_5943,94,62
5944,Student_5944,90,59
5945,Student_5945,100,83
5946,Student_5946,60,51
5947,Student_5947,95,57
5948,Student_5948,50,97
5949,Student_5949,89,97
5950,Student_5950,52,91
5951,Student_5951,57,62
5952,Student_5952,66,61
5953,Student_5953,62,88
5954,Student_5954,51,74
5955,Student_5955,64,89
5956,Student_5956,100,98
5957,Student_5957,94,69
5958,Student_5958,100,57
5959,Student_5959,59,64
5960,Student_5960,90,94
5961,Student_5961,93,61
5962,Student_5962,55,68
5963,Student_5963,69,50
5964,Student_5964,55,71
5965,Student_5965,52,91
5966,Student_5966,86,65
5967,Student_5967,71,70
5968,Student_5968,64,71
5969,Student_5969,76,75
5970,Student_5970,83,100
5971,Student_5971,62,82
5972,Student_5972,74,85
5973,Student_5973,58,73
5974,Student_5974,84,56
5975,Student_5975,83,94
5976,Student_5976,67,71
5977,Student_5977,71,59
5978,Student_5978,66,80
5979,Student_5979,100,93
5980,Student_5980,72,61
5981,Student_5981,66,71
5982,Student_5982,85,63
5983,Student_5983,59,89
5984,Student_5984,70,71
5985,Student_5985,64,70
5986,Student_5986,97,59
5987,Student_5987,82,93
5988,Student_5988,57,68
5989,Student_5989,100,69
5990,Student_5990,63,84
5991,Student_5991,74,94
5992,Student_5992,97,80
5993,Student_5993,62,61
5994,Student_5994,89,86
5995,Student_5995,57,76
5996,Student_5996,88,100
5997,Student_5997,79,59
5998,Student_5998,54,68
5999,Student_5999,56,70
6000,Student_6000,71,69
6001,Student_6001,87,77
6002,Student_6002,65,79
6003,Student_6003,57,53
6004,Student_6004,52,58
6005,Student_6005,54,87
6006,Student_6006,50,59
6007,Student_6007,62,77
6008,Student_6008,92,61
6009,Student_6009,96,50
6010,Student_6010,77,75
6011,Student_6011,88,50
6012,Student_6012,61,88
6013,Student_6013,97,83
6014,Student_6014,53,80
6015,Student_6015,87,62
6016,Student_6016,52,88
6017,Student_6017,90,60
6018,Student_6018,90,72
6019,Student_6019,89,99
6020,Student_6020,93,69
6021,Student_6021,57,54
6022,Student_6022,74,96
6023,Student_6023,85,85
6024,Student_6024,95,63
6025,Student_6025,77,97
6026,Student_6026,89,65
6027,Student_6027,52,68
6028,Student_6028,65,52
6029,Student_6029,60,66
6030,Student_6030,99,87
6031,Student_6031,68,52
6032,Student_6032,94,65
6033,Student_6033,55,94
6034,Student_6034,88,66
6035,Student_6035,50,98
6036,Student_6036,92,59
6037,Student_6037,51,66
6038,Student_6038,69,88
6039,Student_6039,52,96
6040,Student_6040,74,99
6041,Student_6041,74,94
6042,Student_6042,85,68
6043,Student_6043,83,51
6044,Student_6044,53,99
6045,Student_6045,88,57
6046,Student_6046,62,55
6047,Student_6047,56,54
6048,Student_6048,97,66
6049,Student_6049,82,57
6050,Student_6050,87,75
6051,Student_6051,59,81
6052,Student_6052,63,83
6053,Student_6053,88,88
6054,Student_6054,99,69
6055,Student_6055,57,57
6056,Student_6056,98,99
6057,Student_6057,94,89
6058,Student_6058,82,81
6059,Student_6059,58,61
6060,Student_6060,82,52
6061,Student_6061,78,77
6062,Student_6062,95,95
6063,Student_6063,80,64
6064,Student_6064,94,84
6065,Student_6065,56,86
6066,Student_6066,85,74
6067,Student_6067,62,88
6068,Student_6068,50,67
6069,Student_6069,89,79
6070,Student_6070,65,76
6071,Student_6071,54,85
6072,Student_6072,89,74
6073,Student_6073,79,73
6074,Student_6074,67,55
6075,Student_6075,68,87
6076,Student_6076,60,94
6077,Student_6077,60,77
6078,Student_6078,68,54
6079,Student_6079,55,80
6080,Student_6080,93,98
6081,Student_6081,84,57
6082,Student_6082,54,79
6083,Student_6083,100,99
6084,Student_6084,51,88
6085,Student_6085,92,61
6086,Student_6086,82,55
6087,Student_6087,80,100
6088,Student_6088,96,79
6089,Student_6089,76,81
6090,Student_6090,64,80
6091,Student_6091,90,93
6092,Student_6092,98,50
6093,Student_6093,57,95
6094,Student_6094,90,64
6095,Student_6095,66,62
6096,Student_6096,91,85
6097,Student_6097,93,58
6098,Student_6098,89,85
6099,Student_6099,61,87
6100,Student_6100,86,52
6101,Student_6101,92,81
6102,Student_6102,72,70
6103,Student_6103,56,93
6104,Student_6104,74,98
6105,Student_6105,73,98
6106,Student_6106,84,91
6107,Student_6107,54,75
6108,Student_6108,89,91
6109,Student_6109,77,91
6110,Student_6110,69,61
6111,Student_6111,96,56
6112,Student_6112,89,57
6113,Student_6113,84,90
6114,Student_6114,75,64
6115,Student_6115,75,61
6116,Student_6116,95,95
6117,Student_6117,50,83
6118,Student_6118,81,64
6119,Student_6119,56,58
6120,Student_6120,81,54
6121,Student_6121,71,96
6122,Student_6122,77,50
6123,Student_6123,83,80
6124,Student_6124,57,82
6125,Student_6125,52,66
6126,Student_6126,68,94
6127,Student_6127,88,62
6128,Student_6128,73,66
6129,Student_6129,56,89
6130,Student_6130,67,65
6131,Student_6131,93,72
6132,Student_6132,78,57
6133,Student_6133,60,99
6134,Student_6134,73,76
6135,Student_6135,57,95
6136,Student_6136,95,71
6137,Student_6137,86,85
6138,Student_6138,94,91
6139,Student_6139,97,57
6140,Student_6140,81,58
6141,Student_6141,99,84
6142,Student_6142,77,89
6143,Student_6143,88,78
6144,Student_6144,82,62
6145,Student_6145,73,93
6146,Student_6146,56,89
6147,Student_6147,88,59
6148,Student_6148,83,79
6149,Student_6149,81,54
6150,Student_6150,54,77
6151,Student_6151,76,79
6152,Student_6152,82,54
6153,Student_6153,52,92
6154,Student_6154,83,63
6155,Student_6155,81,90
6156,Student_6156,75,52
6157,Student_6157,68,78
6158,Student_6158,74,85
6159,Student_6159,84,72
6160,Student_6160,83,68
6161,Student_6161,58,86
6162,Student_6162,95,72
6163,Student_6163,74,100
6164,Student_6164,76,76
6165,Student_6165,90,71
6166,Student_6166,53,52
6167,Student_6167,72,74
6168,Student_6168,79,63
6169,Student_6169,88,100
6170,Student_6170,70,71
6171,Student_6171,82,91
6172,Student_6172,74,79
6173,Student_6173,80,97
6174,Student_6174,95,61
6175,Student_6175,61,79
6176,Student_6176,50,85
6177,Student_6177,91,100
6178,Student_6178,64,82
6179,Student_6179,75,86
6180,Student_6180,59,60
6181,Student_6181,76,81
6182,Student_6182,61,67
6183,Student_6183,62,67
6184,Student_6184,91,53
6185,Student_6185,81,83
6186,Student_6186,92,51
6187,Student_6187,97,74
6188,Student_6188,81,98
6189,Student_6189,56,65
6190,Student_6190,78,76
6191,Student_6191,78,57
6192,Student_6192,83,50
6193,Student_6193,61,59
6194,Student_6194,84,68
6195,Student_6195,71,65
6196,Student_6196,59,54
6197,Student_6197,53,87
6198,Student_6198,84,51
6199,Student_6199,71,68
6200,Student_6200,71,51
6201,Student_6201,87,64
6202,Student_6202,73,54
6203,Student_6203,100,96
6204,Student_6204,73,82
6205,Student_6205,72,76
6206,Student_6206,81,68
6207,Student_6207,93,54
6208,Student_6208,59,76
6209,Student_6209,85,88
6210,Student_6210,59,81
6211,Student_6211,62,69
6212,Student_6212,88,54
6213,Student_6213,58,70
6214,Student_6214,78,97
6215,Student_6215,87,80
6216,Student_6216,73,91
6217,Student_6217,60,65
6218,Student_6218,80,74
6219,Student_6219,87,57
6220,Student_6220,78,100
6221,Student_6221,53,77
6222,Student_6222,86,94
6223,Student_6223,88,82
6224,Student_6224,99,85
6225,Student_6225,56,96
6226,Student_6226,80,86
6227,Student_6227,65,79
6228,Student_6228,59,73
6229,Student_6229,80,80
6230,Student_6230,52,92
6231,Student_6231,96,58
6232,Student_6232,88,77
6233,Student_6233,75,70
6234,Student_6234,69,67
6235,Student_6235,64,75
6236,Student_6236,99,94
6237,Student_6237,70,76
6238,Student_6238,92,99
6239,Student_6239,65,62
